image,label,image_path,label_id,fold
images/71.jpg,cryptomeria_japonica,images/71.jpg,58,2
images/72.jpg,broussonettia_papyrifera,images/72.jpg,28,1
images/73.jpg,asimina_triloba,images/73.jpg,22,3
images/74.jpg,ulmus_rubra,images/74.jpg,174,3
images/75.jpg,acer_rubrum,images/75.jpg,10,4
images/76.jpg,staphylea_trifolia,images/76.jpg,160,2
images/77.jpg,staphylea_trifolia,images/77.jpg,160,3
images/78.jpg,prunus_virginiana,images/78.jpg,130,0
images/79.jpg,acer_rubrum,images/79.jpg,10,4
images/80.jpg,cryptomeria_japonica,images/80.jpg,58,4
images/81.jpg,cryptomeria_japonica,images/81.jpg,58,0
images/82.jpg,cryptomeria_japonica,images/82.jpg,58,0
images/83.jpg,ulmus_rubra,images/83.jpg,174,3
images/84.jpg,asimina_triloba,images/84.jpg,22,4
images/85.jpg,maclura_pomifera,images/85.jpg,78,1
images/86.jpg,cryptomeria_japonica,images/86.jpg,58,2
images/87.jpg,maclura_pomifera,images/87.jpg,78,1
images/88.jpg,ulmus_rubra,images/88.jpg,174,3
images/89.jpg,asimina_triloba,images/89.jpg,22,1
images/90.jpg,cryptomeria_japonica,images/90.jpg,58,2
images/91.jpg,prunus_virginiana,images/91.jpg,130,0
images/92.jpg,diospyros_virginiana,images/92.jpg,59,1
images/93.jpg,ulmus_rubra,images/93.jpg,174,1
images/94.jpg,prunus_virginiana,images/94.jpg,130,3
images/95.jpg,diospyros_virginiana,images/95.jpg,59,1
images/96.jpg,cryptomeria_japonica,images/96.jpg,58,1
images/97.jpg,tilia_cordata,images/97.jpg,165,0
images/98.jpg,diospyros_virginiana,images/98.jpg,59,2
images/99.jpg,tilia_cordata,images/99.jpg,165,1
images/100.jpg,maclura_pomifera,images/100.jpg,78,4
images/101.jpg,asimina_triloba,images/101.jpg,22,3
images/102.jpg,tilia_cordata,images/102.jpg,165,0
images/103.jpg,broussonettia_papyrifera,images/103.jpg,28,0
images/104.jpg,ulmus_pumila,images/104.jpg,173,1
images/105.jpg,tilia_cordata,images/105.jpg,165,4
images/106.jpg,maclura_pomifera,images/106.jpg,78,0
images/107.jpg,maclura_pomifera,images/107.jpg,78,1
images/108.jpg,acer_rubrum,images/108.jpg,10,3
images/109.jpg,staphylea_trifolia,images/109.jpg,160,2
images/110.jpg,prunus_virginiana,images/110.jpg,130,1
images/111.jpg,asimina_triloba,images/111.jpg,22,0
images/112.jpg,prunus_virginiana,images/112.jpg,130,0
images/113.jpg,acer_rubrum,images/113.jpg,10,1
images/114.jpg,ulmus_pumila,images/114.jpg,173,2
images/115.jpg,ulmus_rubra,images/115.jpg,174,4
images/116.jpg,tilia_cordata,images/116.jpg,165,4
images/117.jpg,diospyros_virginiana,images/117.jpg,59,0
images/118.jpg,staphylea_trifolia,images/118.jpg,160,1
images/119.jpg,broussonettia_papyrifera,images/119.jpg,28,3
images/120.jpg,asimina_triloba,images/120.jpg,22,3
images/121.jpg,prunus_virginiana,images/121.jpg,130,3
images/122.jpg,broussonettia_papyrifera,images/122.jpg,28,0
images/123.jpg,cryptomeria_japonica,images/123.jpg,58,3
images/124.jpg,quercus_muehlenbergii,images/124.jpg,145,4
images/125.jpg,asimina_triloba,images/125.jpg,22,0
images/126.jpg,ulmus_rubra,images/126.jpg,174,2
images/127.jpg,quercus_muehlenbergii,images/127.jpg,145,2
images/128.jpg,broussonettia_papyrifera,images/128.jpg,28,3
images/129.jpg,maclura_pomifera,images/129.jpg,78,1
images/130.jpg,juglans_cinerea,images/130.jpg,71,3
images/131.jpg,maclura_pomifera,images/131.jpg,78,0
images/132.jpg,quercus_muehlenbergii,images/132.jpg,145,1
images/133.jpg,cryptomeria_japonica,images/133.jpg,58,3
images/134.jpg,staphylea_trifolia,images/134.jpg,160,0
images/135.jpg,ulmus_rubra,images/135.jpg,174,1
images/136.jpg,maclura_pomifera,images/136.jpg,78,4
images/137.jpg,cercis_canadensis,images/137.jpg,44,0
images/138.jpg,acer_rubrum,images/138.jpg,10,0
images/139.jpg,ptelea_trifoliata,images/139.jpg,133,2
images/140.jpg,maclura_pomifera,images/140.jpg,78,1
images/141.jpg,cercis_canadensis,images/141.jpg,44,4
images/142.jpg,broussonettia_papyrifera,images/142.jpg,28,0
images/143.jpg,cercis_canadensis,images/143.jpg,44,1
images/144.jpg,prunus_virginiana,images/144.jpg,130,4
images/145.jpg,staphylea_trifolia,images/145.jpg,160,1
images/146.jpg,asimina_triloba,images/146.jpg,22,2
images/147.jpg,ptelea_trifoliata,images/147.jpg,133,0
images/148.jpg,broussonettia_papyrifera,images/148.jpg,28,0
images/149.jpg,tilia_cordata,images/149.jpg,165,0
images/150.jpg,acer_rubrum,images/150.jpg,10,3
images/151.jpg,broussonettia_papyrifera,images/151.jpg,28,2
images/152.jpg,tilia_cordata,images/152.jpg,165,3
images/153.jpg,acer_palmatum,images/153.jpg,6,3
images/154.jpg,juglans_cinerea,images/154.jpg,71,1
images/155.jpg,acer_rubrum,images/155.jpg,10,3
images/156.jpg,juglans_cinerea,images/156.jpg,71,3
images/157.jpg,quercus_muehlenbergii,images/157.jpg,145,1
images/158.jpg,quercus_muehlenbergii,images/158.jpg,145,1
images/159.jpg,acer_palmatum,images/159.jpg,6,4
images/160.jpg,cercis_canadensis,images/160.jpg,44,3
images/161.jpg,tilia_cordata,images/161.jpg,165,1
images/162.jpg,prunus_virginiana,images/162.jpg,130,2
images/163.jpg,ulmus_rubra,images/163.jpg,174,2
images/164.jpg,maclura_pomifera,images/164.jpg,78,1
images/165.jpg,cryptomeria_japonica,images/165.jpg,58,3
images/166.jpg,catalpa_speciosa,images/166.jpg,37,1
images/167.jpg,abies_concolor,images/167.jpg,0,2
images/168.jpg,acer_rubrum,images/168.jpg,10,4
images/169.jpg,staphylea_trifolia,images/169.jpg,160,1
images/170.jpg,ulmus_rubra,images/170.jpg,174,0
images/171.jpg,asimina_triloba,images/171.jpg,22,3
images/172.jpg,acer_rubrum,images/172.jpg,10,2
images/173.jpg,acer_palmatum,images/173.jpg,6,3
images/174.jpg,staphylea_trifolia,images/174.jpg,160,2
images/175.jpg,asimina_triloba,images/175.jpg,22,0
images/176.jpg,broussonettia_papyrifera,images/176.jpg,28,2
images/177.jpg,ulmus_rubra,images/177.jpg,174,0
images/178.jpg,maclura_pomifera,images/178.jpg,78,0
images/179.jpg,maclura_pomifera,images/179.jpg,78,0
images/180.jpg,ulmus_rubra,images/180.jpg,174,3
images/181.jpg,diospyros_virginiana,images/181.jpg,59,4
images/182.jpg,juglans_cinerea,images/182.jpg,71,4
images/183.jpg,ulmus_rubra,images/183.jpg,174,4
images/184.jpg,prunus_virginiana,images/184.jpg,130,2
images/185.jpg,abies_concolor,images/185.jpg,0,3
images/186.jpg,tilia_cordata,images/186.jpg,165,3
images/187.jpg,ulmus_pumila,images/187.jpg,173,3
images/188.jpg,asimina_triloba,images/188.jpg,22,1
images/189.jpg,catalpa_speciosa,images/189.jpg,37,1
images/190.jpg,ptelea_trifoliata,images/190.jpg,133,1
images/191.jpg,cercis_canadensis,images/191.jpg,44,0
images/192.jpg,broussonettia_papyrifera,images/192.jpg,28,1
images/193.jpg,prunus_virginiana,images/193.jpg,130,3
images/194.jpg,ptelea_trifoliata,images/194.jpg,133,1
images/195.jpg,prunus_virginiana,images/195.jpg,130,4
images/196.jpg,prunus_virginiana,images/196.jpg,130,3
images/197.jpg,ptelea_trifoliata,images/197.jpg,133,2
images/198.jpg,ulmus_pumila,images/198.jpg,173,2
images/199.jpg,eucommia_ulmoides,images/199.jpg,60,2
images/200.jpg,ptelea_trifoliata,images/200.jpg,133,1
images/201.jpg,prunus_virginiana,images/201.jpg,130,1
images/202.jpg,acer_palmatum,images/202.jpg,6,2
images/203.jpg,juglans_cinerea,images/203.jpg,71,4
images/204.jpg,quercus_montana,images/204.jpg,144,4
images/205.jpg,acer_rubrum,images/205.jpg,10,1
images/206.jpg,quercus_muehlenbergii,images/206.jpg,145,2
images/207.jpg,ptelea_trifoliata,images/207.jpg,133,0
images/208.jpg,broussonettia_papyrifera,images/208.jpg,28,4
images/209.jpg,ptelea_trifoliata,images/209.jpg,133,1
images/210.jpg,koelreuteria_paniculata,images/210.jpg,74,2
images/211.jpg,quercus_muehlenbergii,images/211.jpg,145,4
images/212.jpg,juglans_cinerea,images/212.jpg,71,1
images/213.jpg,diospyros_virginiana,images/213.jpg,59,4
images/214.jpg,diospyros_virginiana,images/214.jpg,59,4
images/215.jpg,koelreuteria_paniculata,images/215.jpg,74,3
images/216.jpg,liriodendron_tulipifera,images/216.jpg,77,2
images/217.jpg,quercus_muehlenbergii,images/217.jpg,145,0
images/218.jpg,broussonettia_papyrifera,images/218.jpg,28,3
images/219.jpg,juglans_cinerea,images/219.jpg,71,4
images/220.jpg,asimina_triloba,images/220.jpg,22,1
images/221.jpg,prunus_virginiana,images/221.jpg,130,2
images/222.jpg,koelreuteria_paniculata,images/222.jpg,74,2
images/223.jpg,ulmus_pumila,images/223.jpg,173,4
images/224.jpg,maclura_pomifera,images/224.jpg,78,2
images/225.jpg,ptelea_trifoliata,images/225.jpg,133,2
images/226.jpg,prunus_virginiana,images/226.jpg,130,1
images/227.jpg,styrax_japonica,images/227.jpg,162,2
images/228.jpg,broussonettia_papyrifera,images/228.jpg,28,0
images/229.jpg,acer_palmatum,images/229.jpg,6,3
images/230.jpg,quercus_montana,images/230.jpg,144,4
images/231.jpg,ptelea_trifoliata,images/231.jpg,133,1
images/232.jpg,ulmus_pumila,images/232.jpg,173,0
images/233.jpg,ulmus_pumila,images/233.jpg,173,2
images/234.jpg,prunus_virginiana,images/234.jpg,130,3
images/235.jpg,malus_pumila,images/235.jpg,90,2
images/236.jpg,prunus_sargentii,images/236.jpg,126,1
images/237.jpg,quercus_muehlenbergii,images/237.jpg,145,1
images/238.jpg,juglans_cinerea,images/238.jpg,71,0
images/239.jpg,koelreuteria_paniculata,images/239.jpg,74,1
images/240.jpg,juglans_cinerea,images/240.jpg,71,2
images/241.jpg,juglans_cinerea,images/241.jpg,71,3
images/242.jpg,ulmus_pumila,images/242.jpg,173,0
images/243.jpg,broussonettia_papyrifera,images/243.jpg,28,1
images/244.jpg,koelreuteria_paniculata,images/244.jpg,74,1
images/245.jpg,malus_pumila,images/245.jpg,90,3
images/246.jpg,juglans_cinerea,images/246.jpg,71,2
images/247.jpg,prunus_virginiana,images/247.jpg,130,0
images/248.jpg,broussonettia_papyrifera,images/248.jpg,28,4
images/249.jpg,acer_rubrum,images/249.jpg,10,3
images/250.jpg,ulmus_rubra,images/250.jpg,174,0
images/251.jpg,cercis_canadensis,images/251.jpg,44,0
images/252.jpg,acer_rubrum,images/252.jpg,10,4
images/253.jpg,quercus_montana,images/253.jpg,144,4
images/254.jpg,cercis_canadensis,images/254.jpg,44,1
images/255.jpg,styrax_japonica,images/255.jpg,162,3
images/256.jpg,maclura_pomifera,images/256.jpg,78,1
images/257.jpg,prunus_sargentii,images/257.jpg,126,4
images/258.jpg,ulmus_pumila,images/258.jpg,173,0
images/259.jpg,cornus_mas,images/259.jpg,52,3
images/260.jpg,cryptomeria_japonica,images/260.jpg,58,4
images/261.jpg,abies_concolor,images/261.jpg,0,2
images/262.jpg,magnolia_virginiana,images/262.jpg,85,1
images/263.jpg,abies_concolor,images/263.jpg,0,2
images/264.jpg,koelreuteria_paniculata,images/264.jpg,74,0
images/265.jpg,ulmus_pumila,images/265.jpg,173,3
images/266.jpg,styrax_japonica,images/266.jpg,162,4
images/267.jpg,eucommia_ulmoides,images/267.jpg,60,2
images/268.jpg,juglans_cinerea,images/268.jpg,71,0
images/269.jpg,ulmus_pumila,images/269.jpg,173,3
images/270.jpg,malus_pumila,images/270.jpg,90,2
images/271.jpg,cercis_canadensis,images/271.jpg,44,3
images/272.jpg,quercus_montana,images/272.jpg,144,3
images/273.jpg,magnolia_virginiana,images/273.jpg,85,4
images/274.jpg,eucommia_ulmoides,images/274.jpg,60,3
images/275.jpg,abies_concolor,images/275.jpg,0,2
images/276.jpg,diospyros_virginiana,images/276.jpg,59,2
images/277.jpg,quercus_muehlenbergii,images/277.jpg,145,0
images/278.jpg,cercis_canadensis,images/278.jpg,44,2
images/279.jpg,malus_pumila,images/279.jpg,90,1
images/280.jpg,broussonettia_papyrifera,images/280.jpg,28,3
images/281.jpg,koelreuteria_paniculata,images/281.jpg,74,3
images/282.jpg,liriodendron_tulipifera,images/282.jpg,77,4
images/283.jpg,liriodendron_tulipifera,images/283.jpg,77,2
images/284.jpg,malus_pumila,images/284.jpg,90,4
images/285.jpg,acer_rubrum,images/285.jpg,10,4
images/286.jpg,styrax_japonica,images/286.jpg,162,1
images/287.jpg,diospyros_virginiana,images/287.jpg,59,1
images/288.jpg,maclura_pomifera,images/288.jpg,78,2
images/289.jpg,diospyros_virginiana,images/289.jpg,59,3
images/290.jpg,quercus_montana,images/290.jpg,144,1
images/291.jpg,magnolia_virginiana,images/291.jpg,85,1
images/292.jpg,broussonettia_papyrifera,images/292.jpg,28,1
images/293.jpg,koelreuteria_paniculata,images/293.jpg,74,1
images/294.jpg,juglans_cinerea,images/294.jpg,71,0
images/295.jpg,abies_concolor,images/295.jpg,0,0
images/296.jpg,broussonettia_papyrifera,images/296.jpg,28,4
images/297.jpg,quercus_montana,images/297.jpg,144,2
images/298.jpg,ostrya_virginiana,images/298.jpg,95,2
images/299.jpg,catalpa_speciosa,images/299.jpg,37,1
images/300.jpg,asimina_triloba,images/300.jpg,22,2
images/301.jpg,diospyros_virginiana,images/301.jpg,59,3
images/302.jpg,maclura_pomifera,images/302.jpg,78,2
images/303.jpg,prunus_virginiana,images/303.jpg,130,1
images/304.jpg,ostrya_virginiana,images/304.jpg,95,2
images/305.jpg,ulmus_rubra,images/305.jpg,174,2
images/306.jpg,maclura_pomifera,images/306.jpg,78,0
images/307.jpg,cryptomeria_japonica,images/307.jpg,58,0
images/308.jpg,cercis_canadensis,images/308.jpg,44,3
images/309.jpg,quercus_muehlenbergii,images/309.jpg,145,2
images/310.jpg,acer_rubrum,images/310.jpg,10,2
images/311.jpg,magnolia_acuminata,images/311.jpg,79,3
images/312.jpg,ilex_opaca,images/312.jpg,70,0
images/313.jpg,broussonettia_papyrifera,images/313.jpg,28,1
images/314.jpg,abies_concolor,images/314.jpg,0,0
images/315.jpg,cornus_mas,images/315.jpg,52,1
images/316.jpg,cornus_mas,images/316.jpg,52,3
images/317.jpg,broussonettia_papyrifera,images/317.jpg,28,3
images/318.jpg,ptelea_trifoliata,images/318.jpg,133,3
images/319.jpg,ulmus_pumila,images/319.jpg,173,2
images/320.jpg,ptelea_trifoliata,images/320.jpg,133,3
images/321.jpg,cercis_canadensis,images/321.jpg,44,1
images/322.jpg,diospyros_virginiana,images/322.jpg,59,0
images/323.jpg,acer_palmatum,images/323.jpg,6,1
images/324.jpg,acer_negundo,images/324.jpg,5,4
images/325.jpg,ulmus_pumila,images/325.jpg,173,4
images/326.jpg,acer_negundo,images/326.jpg,5,0
images/327.jpg,eucommia_ulmoides,images/327.jpg,60,2
images/328.jpg,quercus_montana,images/328.jpg,144,3
images/329.jpg,cryptomeria_japonica,images/329.jpg,58,2
images/330.jpg,acer_palmatum,images/330.jpg,6,3
images/331.jpg,liriodendron_tulipifera,images/331.jpg,77,2
images/332.jpg,ulmus_rubra,images/332.jpg,174,0
images/333.jpg,fraxinus_nigra,images/333.jpg,64,0
images/334.jpg,tilia_cordata,images/334.jpg,165,4
images/335.jpg,cryptomeria_japonica,images/335.jpg,58,2
images/336.jpg,broussonettia_papyrifera,images/336.jpg,28,3
images/337.jpg,pyrus_calleryana,images/337.jpg,134,3
images/338.jpg,ulmus_pumila,images/338.jpg,173,3
images/339.jpg,acer_negundo,images/339.jpg,5,1
images/340.jpg,acer_rubrum,images/340.jpg,10,1
images/341.jpg,quercus_montana,images/341.jpg,144,0
images/342.jpg,koelreuteria_paniculata,images/342.jpg,74,2
images/343.jpg,prunus_virginiana,images/343.jpg,130,0
images/344.jpg,picea_abies,images/344.jpg,99,1
images/345.jpg,maclura_pomifera,images/345.jpg,78,4
images/346.jpg,ulmus_rubra,images/346.jpg,174,0
images/347.jpg,cercis_canadensis,images/347.jpg,44,0
images/348.jpg,cercis_canadensis,images/348.jpg,44,2
images/349.jpg,ptelea_trifoliata,images/349.jpg,133,0
images/350.jpg,quercus_muehlenbergii,images/350.jpg,145,1
images/351.jpg,chionanthus_virginicus,images/351.jpg,48,2
images/352.jpg,ostrya_virginiana,images/352.jpg,95,2
images/353.jpg,tilia_cordata,images/353.jpg,165,4
images/354.jpg,diospyros_virginiana,images/354.jpg,59,2
images/355.jpg,maclura_pomifera,images/355.jpg,78,4
images/356.jpg,abies_concolor,images/356.jpg,0,0
images/357.jpg,abies_concolor,images/357.jpg,0,2
images/358.jpg,eucommia_ulmoides,images/358.jpg,60,4
images/359.jpg,ulmus_rubra,images/359.jpg,174,0
images/360.jpg,ulmus_rubra,images/360.jpg,174,0
images/361.jpg,cercis_canadensis,images/361.jpg,44,2
images/362.jpg,styrax_japonica,images/362.jpg,162,4
images/363.jpg,carpinus_caroliniana,images/363.jpg,30,2
images/364.jpg,cercis_canadensis,images/364.jpg,44,3
images/365.jpg,zelkova_serrata,images/365.jpg,175,0
images/366.jpg,malus_pumila,images/366.jpg,90,3
images/367.jpg,cryptomeria_japonica,images/367.jpg,58,4
images/368.jpg,prunus_virginiana,images/368.jpg,130,1
images/369.jpg,ptelea_trifoliata,images/369.jpg,133,0
images/370.jpg,zelkova_serrata,images/370.jpg,175,1
images/371.jpg,broussonettia_papyrifera,images/371.jpg,28,0
images/372.jpg,ulmus_pumila,images/372.jpg,173,3
images/373.jpg,staphylea_trifolia,images/373.jpg,160,1
images/374.jpg,cercis_canadensis,images/374.jpg,44,2
images/375.jpg,ulmus_pumila,images/375.jpg,173,1
images/376.jpg,tilia_cordata,images/376.jpg,165,3
images/377.jpg,acer_rubrum,images/377.jpg,10,2
images/378.jpg,eucommia_ulmoides,images/378.jpg,60,0
images/379.jpg,styrax_japonica,images/379.jpg,162,3
images/380.jpg,prunus_sargentii,images/380.jpg,126,1
images/381.jpg,liriodendron_tulipifera,images/381.jpg,77,1
images/382.jpg,quercus_montana,images/382.jpg,144,3
images/383.jpg,acer_palmatum,images/383.jpg,6,1
images/384.jpg,quercus_montana,images/384.jpg,144,0
images/385.jpg,aesculus_pavi,images/385.jpg,16,4
images/386.jpg,maclura_pomifera,images/386.jpg,78,1
images/387.jpg,cercis_canadensis,images/387.jpg,44,3
images/388.jpg,diospyros_virginiana,images/388.jpg,59,1
images/389.jpg,koelreuteria_paniculata,images/389.jpg,74,4
images/390.jpg,ptelea_trifoliata,images/390.jpg,133,2
images/391.jpg,prunus_sargentii,images/391.jpg,126,0
images/392.jpg,juglans_cinerea,images/392.jpg,71,2
images/393.jpg,taxodium_distichum,images/393.jpg,163,4
images/394.jpg,carya_tomentosa,images/394.jpg,34,4
images/395.jpg,tilia_cordata,images/395.jpg,165,1
images/396.jpg,quercus_montana,images/396.jpg,144,4
images/397.jpg,picea_pungens,images/397.jpg,101,4
images/398.jpg,asimina_triloba,images/398.jpg,22,0
images/399.jpg,juglans_cinerea,images/399.jpg,71,4
images/400.jpg,koelreuteria_paniculata,images/400.jpg,74,1
images/401.jpg,carya_glabra,images/401.jpg,32,0
images/402.jpg,cornus_mas,images/402.jpg,52,3
images/403.jpg,acer_rubrum,images/403.jpg,10,3
images/404.jpg,ulmus_rubra,images/404.jpg,174,4
images/405.jpg,maclura_pomifera,images/405.jpg,78,4
images/406.jpg,magnolia_virginiana,images/406.jpg,85,0
images/407.jpg,maclura_pomifera,images/407.jpg,78,0
images/408.jpg,quercus_macrocarpa,images/408.jpg,141,0
images/409.jpg,carya_cordiformis,images/409.jpg,31,3
images/410.jpg,magnolia_virginiana,images/410.jpg,85,0
images/411.jpg,prunus_sargentii,images/411.jpg,126,2
images/412.jpg,acer_negundo,images/412.jpg,5,0
images/413.jpg,chionanthus_virginicus,images/413.jpg,48,1
images/414.jpg,cornus_mas,images/414.jpg,52,1
images/415.jpg,quercus_muehlenbergii,images/415.jpg,145,4
images/416.jpg,quercus_montana,images/416.jpg,144,1
images/417.jpg,fraxinus_nigra,images/417.jpg,64,0
images/418.jpg,picea_pungens,images/418.jpg,101,4
images/419.jpg,abies_concolor,images/419.jpg,0,2
images/420.jpg,abies_concolor,images/420.jpg,0,1
images/421.jpg,prunus_sargentii,images/421.jpg,126,0
images/422.jpg,broussonettia_papyrifera,images/422.jpg,28,0
images/423.jpg,aesculus_pavi,images/423.jpg,16,1
images/424.jpg,cornus_mas,images/424.jpg,52,3
images/425.jpg,acer_rubrum,images/425.jpg,10,1
images/426.jpg,malus_pumila,images/426.jpg,90,3
images/427.jpg,fraxinus_nigra,images/427.jpg,64,4
images/428.jpg,ostrya_virginiana,images/428.jpg,95,4
images/429.jpg,picea_abies,images/429.jpg,99,1
images/430.jpg,catalpa_speciosa,images/430.jpg,37,4
images/431.jpg,prunus_virginiana,images/431.jpg,130,0
images/432.jpg,carya_cordiformis,images/432.jpg,31,3
images/433.jpg,styrax_japonica,images/433.jpg,162,4
images/434.jpg,staphylea_trifolia,images/434.jpg,160,4
images/435.jpg,cryptomeria_japonica,images/435.jpg,58,2
images/436.jpg,staphylea_trifolia,images/436.jpg,160,2
images/437.jpg,carya_tomentosa,images/437.jpg,34,4
images/438.jpg,magnolia_acuminata,images/438.jpg,79,2
images/439.jpg,staphylea_trifolia,images/439.jpg,160,2
images/440.jpg,pyrus_calleryana,images/440.jpg,134,0
images/441.jpg,ptelea_trifoliata,images/441.jpg,133,0
images/442.jpg,prunus_sargentii,images/442.jpg,126,0
images/443.jpg,liriodendron_tulipifera,images/443.jpg,77,4
images/444.jpg,ulmus_pumila,images/444.jpg,173,1
images/445.jpg,quercus_montana,images/445.jpg,144,2
images/446.jpg,tilia_cordata,images/446.jpg,165,4
images/447.jpg,ilex_opaca,images/447.jpg,70,3
images/448.jpg,maclura_pomifera,images/448.jpg,78,0
images/449.jpg,diospyros_virginiana,images/449.jpg,59,3
images/450.jpg,ulmus_pumila,images/450.jpg,173,0
images/451.jpg,styrax_japonica,images/451.jpg,162,4
images/452.jpg,carya_tomentosa,images/452.jpg,34,3
images/453.jpg,abies_concolor,images/453.jpg,0,2
images/454.jpg,prunus_sargentii,images/454.jpg,126,0
images/455.jpg,acer_palmatum,images/455.jpg,6,3
images/456.jpg,acer_rubrum,images/456.jpg,10,0
images/457.jpg,acer_palmatum,images/457.jpg,6,2
images/458.jpg,ulmus_pumila,images/458.jpg,173,2
images/459.jpg,ptelea_trifoliata,images/459.jpg,133,4
images/460.jpg,maclura_pomifera,images/460.jpg,78,0
images/461.jpg,cryptomeria_japonica,images/461.jpg,58,0
images/462.jpg,pyrus_calleryana,images/462.jpg,134,4
images/463.jpg,koelreuteria_paniculata,images/463.jpg,74,1
images/464.jpg,catalpa_bignonioides,images/464.jpg,36,4
images/465.jpg,broussonettia_papyrifera,images/465.jpg,28,2
images/466.jpg,picea_pungens,images/466.jpg,101,1
images/467.jpg,abies_concolor,images/467.jpg,0,4
images/468.jpg,quercus_muehlenbergii,images/468.jpg,145,1
images/469.jpg,prunus_sargentii,images/469.jpg,126,0
images/470.jpg,prunus_virginiana,images/470.jpg,130,3
images/471.jpg,carya_tomentosa,images/471.jpg,34,0
images/472.jpg,diospyros_virginiana,images/472.jpg,59,0
images/473.jpg,quercus_muehlenbergii,images/473.jpg,145,2
images/474.jpg,fraxinus_nigra,images/474.jpg,64,4
